station_code,track,hour_of_day,day_of_week,is_amtrak,line_code,destination,minutes_since_track_used
PH,4,20,2,1,AM,Boston South,64.0
PH,4,20,2,1,AM,Springfield,22.0
PH,9,21,2,1,AM,New York Penn,186.0
PH,4,21,2,1,AM,Boston South,35.0
PH,3,21,2,1,AM,Boston South,1440.0
PH,5,22,2,1,AM,Washington Union,156.0
PH,5,22,2,1,AM,Washington Union,13.0
PH,9,22,2,1,AM,New York Penn,88.0
PH,5,22,2,1,AM,Washington Union,36.0
PH,4,23,2,1,AM,New York Penn,93.0
PH,5,23,2,1,AM,Washington Union,39.0
PH,9,23,2,1,AM,New York Penn,57.0
PH,4,0,3,1,AM,New York Penn,60.0
PH,2,0,3,1,AM,New York Penn,1440.0
PH,9,0,3,1,AM,New York Penn,62.0
PH,4,1,3,1,AM,New York Penn,71.0
PH,6,9,3,1,AM,Roanoke,1261.0
PH,4,9,3,1,AM,Boston South,520.0
PH,5,10,3,1,AM,Washington Union,658.0
PH,4,10,3,1,AM,Boston South,42.0
PH,5,10,3,1,AM,Washington Union,13.0
PH,9,10,3,1,AM,New York Penn,603.0
PH,9,10,3,1,AM,New York Penn,11.0
PH,5,11,3,1,AM,Washington Union,28.0
PH,4,11,3,1,AM,Boston South,55.0
PH,5,11,3,1,AM,Savannah,23.0
PH,5,11,3,1,AM,Washington Union,9.0
PH,9,12,3,1,AM,New York Penn,65.0
PH,4,12,3,1,AM,New York Penn,55.0
PH,4,12,3,1,AM,Boston South,5.0
PH,6,12,3,1,AM,Charlotte,179.0
PH,9,12,3,1,AM,New York Penn,45.0
PH,5,12,3,1,AM,Washington Union,79.0
PH,4,13,3,1,AM,Boston South,35.0
PH,4,13,3,1,AM,New York Penn,32.0
PH,9,13,3,1,AM,New York Penn,60.0
PH,4,13,3,1,AM,St. Albans,21.0
PH,7,14,3,1,AM,Washington Union,1440.0
PH,4,15,3,1,AM,Boston South,65.0
PH,9,15,3,1,AM,New York Penn,79.0
PH,4,15,3,1,AM,New York Penn,28.0
PH,9,15,3,1,AM,New York Penn,45.0
PH,4,16,3,1,AM,New York Penn,34.0
PH,4,16,3,1,AM,New York Penn,10.0
PH,5,16,3,1,AM,Washington Union,216.0
PH,4,16,3,1,AM,Boston South,21.0
PH,5,17,3,1,AM,Washington Union,71.0
PH,9,18,3,1,AM,New York Penn,139.0
PH,6,18,3,1,AM,Roanoke,342.0
PH,4,19,3,1,AM,Boston South,160.0
PH,5,19,3,1,AM,Washington Union,90.0
PH,5,19,3,1,AM,Washington Union,9.0
PH,4,19,3,1,AM,Boston South,12.0
PH,6,20,3,1,AM,Miami,117.0
PH,4,20,3,1,AM,Boston South,64.0
PH,4,20,3,1,AM,Springfield,22.0
PH,9,21,3,1,AM,New York Penn,186.0
PH,4,21,3,1,AM,Boston South,35.0
PH,3,21,3,1,AM,Boston South,1440.0
PH,5,22,3,1,AM,Washington Union,156.0
PH,5,22,3,1,AM,Washington Union,13.0
PH,9,22,3,1,AM,New York Penn,88.0
PH,5,22,3,1,AM,Washington Union,36.0
PH,4,23,3,1,AM,New York Penn,93.0
PH,5,23,3,1,AM,Washington Union,39.0
PH,9,23,3,1,AM,New York Penn,57.0
PH,4,0,4,1,AM,New York Penn,60.0
PH,2,0,4,1,AM,New York Penn,1440.0
PH,9,0,4,1,AM,New York Penn,62.0
PH,4,1,4,1,AM,New York Penn,71.0
PH,6,9,4,1,AM,Roanoke,802.0
PH,4,9,4,1,AM,Boston South,520.0
PH,5,10,4,1,AM,Washington Union,658.0
PH,4,10,4,1,AM,Boston South,42.0
PH,5,10,4,1,AM,Washington Union,13.0
PH,9,10,4,1,AM,New York Penn,603.0
PH,9,10,4,1,AM,New York Penn,11.0
PH,5,11,4,1,AM,Washington Union,28.0
PH,4,11,4,1,AM,Boston South,55.0
PH,5,11,4,1,AM,Savannah,23.0
PH,5,11,4,1,AM,Washington Union,9.0
PH,9,12,4,1,AM,New York Penn,65.0
PH,4,12,4,1,AM,New York Penn,55.0
PH,4,12,4,1,AM,Boston South,5.0
PH,6,12,4,1,AM,Charlotte,179.0
PH,9,12,4,1,AM,New York Penn,45.0
PH,5,12,4,1,AM,Washington Union,79.0
PH,4,13,4,1,AM,Boston South,35.0
PH,4,13,4,1,AM,New York Penn,32.0
PH,9,13,4,1,AM,New York Penn,60.0
PH,4,13,4,1,AM,St. Albans,21.0
PH,7,14,4,1,AM,Washington Union,1440.0
PH,4,15,4,1,AM,Boston South,65.0
PH,9,15,4,1,AM,New York Penn,79.0
PH,4,15,4,1,AM,New York Penn,28.0
PH,9,15,4,1,AM,New York Penn,45.0
PH,4,16,4,1,AM,New York Penn,34.0
PH,4,16,4,1,AM,New York Penn,10.0
PH,5,16,4,1,AM,Washington Union,216.0
PH,5,17,4,1,AM,Washington Union,71.0
PH,9,18,4,1,AM,New York Penn,139.0
PH,4,19,4,1,AM,Boston South,181.0
PH,5,19,4,1,AM,Washington Union,90.0
PH,5,19,4,1,AM,Washington Union,9.0
PH,4,19,4,1,AM,Boston South,12.0
PH,6,19,4,1,AM,New Orleans,422.0
PH,6,20,4,1,AM,Miami,37.0
PH,4,20,4,1,AM,Boston South,64.0
PH,4,20,4,1,AM,Springfield,22.0
PH,3,20,4,1,AM,New York Penn,1406.0
PH,9,21,4,1,AM,New York Penn,186.0
PH,4,21,4,1,AM,Boston South,35.0
PH,5,22,4,1,AM,Washington Union,156.0
PH,9,22,4,1,AM,New York Penn,88.0
PH,5,22,4,1,AM,Washington Union,49.0
PH,4,23,4,1,AM,New York Penn,93.0
PH,5,23,4,1,AM,Washington Union,39.0
PH,9,23,4,1,AM,New York Penn,57.0
PH,4,0,5,1,AM,New York Penn,60.0
PH,2,0,5,1,AM,New York Penn,1440.0
