station_code,track,hour_of_day,day_of_week,is_amtrak,line_code,destination,minutes_since_track_used
NP,5,21,2,0,Ra,Raritan,404.0
NP,1,21,2,0,No,New York -SEC,124.0
NP,4,21,2,1,AM,Washington Union,20.2
NP,3,21,2,0,No,Long Branch,28.0
NP,1,21,2,0,No,New York -SEC,8.2
NP,1,22,2,0,No,New York -SEC,6.8
NP,3,22,2,1,AM,Washington Union,30.0
NP,3,22,2,0,No,Trenton -SEC,8.5
NP,5,1,3,0,Ra,High Bridge -SEC,204.0
NP,4,1,3,1,AM,Philadelphia 30th Street,214.0
NP,4,1,3,0,No,Trenton -SEC &#9992,1.5
NP,4,2,3,0,No,Jersey Avenue -SEC &#9992,61.8
NP,4,3,3,0,Ra,High Bridge,41.8
NP,4,3,3,0,No,Trenton,16.8
NP,1,4,3,0,No,New York,391.0
NP,4,5,3,0,No,Trenton,97.0
NP,4,5,3,0,No,Long Branch,16.5
NP,5,5,3,0,Ra,Raritan,260.0
NP,4,8,3,1,AM,Roanoke,191.8
NP,3,9,3,1,AM,Washington Union,618.0
NP,3,9,3,1,AM,Washington Union,34.0
NP,3,10,3,1,AM,Washington Union,21.0
NP,3,10,3,1,AM,Savannah,18.0
NP,3,10,3,1,AM,Washington Union,22.0
NP,4,10,3,0,No,Trenton,146.0
NP,3,11,3,0,No,Long Branch,37.2
NP,3,11,3,1,AM,Charlotte,5.8
NP,4,11,3,0,No,Trenton,35.2
NP,3,11,3,1,AM,Washington Union,17.0
NP,4,12,3,0,No,Trenton,42.5
NP,4,12,3,0,No,Jersey Avenue,9.5
NP,4,12,3,0,No,Trenton,7.0
NP,2,12,3,0,No,New York -SEC,1377.0
NP,4,12,3,0,No,Trenton,13.0
NP,1,12,3,0,NE,New York,504.0
NP,4,12,3,0,No,Trenton,16.5
NP,1,13,3,0,No,New York -SEC &#9992,4.0
NP,5,13,3,0,Ra,Raritan,458.0
NP,4,13,3,0,No,Trenton -SEC &#9992,21.8
NP,4,13,3,0,NE,Trenton,15.5
NP,3,13,3,1,AM,Harrisburg,123.0
NP,4,13,3,1,AM,Washington Union,8.0
NP,1,13,3,0,Ra,New York,43.5
NP,4,13,3,0,No,Trenton,7.2
NP,1,13,3,0,No,New York,11.5
NP,5,14,3,0,Ra,High Bridge,56.0
NP,4,14,3,0,No,Long Branch,12.8
NP,2,14,3,0,No,New York,96.0
NP,1,14,3,0,No,New York -SEC &#9992,20.0
NP,4,14,3,0,No,Trenton,15.2
NP,1,14,3,0,No,New York,16.0
NP,1,14,3,0,No,New York -SEC &#9992,19.0
NP,4,14,3,0,No,Trenton,33.8
NP,5,15,3,0,Ra,Raritan -SEC,58.0
NP,3,15,3,1,AM,Pittsburgh,85.0
NP,1,15,3,0,No,New York -SEC &#9992,31.0
NP,4,15,3,1,AM,Washington Union,30.0
NP,4,15,3,0,No,Trenton,3.8
NP,4,15,3,0,No,Long Branch -SEC &#9992,14.2
NP,1,15,3,0,Ra,New York,23.5
NP,4,15,3,0,NE,Trenton,13.5
NP,1,16,3,0,No,Penn Station New York,28.5
NP,4,16,3,0,No,Trenton,24.0
NP,3,16,3,1,AM,Harrisburg,73.0
NP,3,16,3,1,AM,Washington Union,4.0
NP,1,16,3,0,No,New York -SEC &#9992,24.0
NP,1,16,3,0,Ra,New York,7.5
NP,1,17,3,0,No,New York -SEC &#9992,14.0
NP,4,17,3,1,AM,Roanoke,42.5
NP,5,17,3,0,Ra,High Bridge,122.0
NP,4,17,3,0,No,Long Branch,2.0
NP,3,17,3,1,AM,Harrisburg,44.0
NP,1,17,3,0,No,New York -SEC &#9992,11.5
NP,4,17,3,0,No,Trenton,19.5
NP,1,17,3,0,NE,New York -SEC &#9992,20.0
NP,4,17,3,0,NE,Trenton,26.8
NP,1,17,3,0,No,New York -SEC &#9992,26.0
NP,5,18,3,0,Ra,Raritan -SEC,58.0
NP,1,18,3,0,No,New York -SEC &#9992,12.0
NP,4,18,3,1,AM,Washington Union,21.8
NP,1,18,3,0,No,New York -SEC &#9992,10.0
NP,4,18,3,0,NE,Trenton,13.5
NP,3,18,3,1,AM,Washington Union,80.0
NP,4,18,3,1,AM,Harrisburg,8.5
NP,4,18,3,0,No,Jersey Avenue -SEC &#9992,13.0
NP,3,18,3,1,AM,Miami,23.0
NP,1,18,3,0,No,New York -SEC &#9992,33.0
NP,4,19,3,1,AM,Harrisburg,0.0
NP,4,19,3,1,AM,Harrisburg,18.0
NP,4,19,3,0,No,Long Branch -SEC &#9992,0.0
NP,4,19,3,0,No,Long Branch -SEC &#9992,18.0
NP,1,19,3,0,No,New York -SEC &#9992,19.0
NP,4,19,3,0,No,Trenton &#9992,11.8
NP,1,19,3,0,No,New York -SEC &#9992,10.0
NP,4,19,3,0,No,Jersey Avenue -SEC &#9992,9.0
NP,4,19,3,0,No,South Amboy -SEC &#9992,14.0
NP,1,19,3,0,No,New York -SEC &#9992,22.0
NP,1,19,3,0,No,New York,10.0
NP,4,19,3,0,No,Trenton &#9992,19.0
NP,3,20,3,0,No,Long Branch,69.8
NP,5,20,3,0,Ra,Raritan,131.0
NP,4,20,3,0,No,Jersey Avenue -SEC,17.5
NP,3,20,3,1,AM,Harrisburg,17.2
NP,1,20,3,0,No,New York,45.0
NP,3,20,3,1,AM,Washington Union,21.0
NP,5,20,3,0,Ra,High Bridge,33.0
NP,4,20,3,0,No,Trenton -SEC &#9992,36.2
NP,3,21,3,0,No,Trenton -SEC,20.2
NP,4,21,3,0,No,Jersey Avenue -SEC &#9992,17.2
NP,5,21,3,0,Ra,Raritan,32.0
NP,3,21,3,0,No,Trenton,17.8
NP,4,21,3,0,No,Bay Head -SEC,12.0
NP,4,21,3,0,No,South Amboy -SEC,3.2
NP,3,21,3,1,AM,Harrisburg,8.0
NP,4,21,3,0,No,Jersey Avenue -SEC &#9992,3.8
NP,3,21,3,0,No,Trenton -SEC,5.8
NP,4,21,3,0,No,Long Branch,10.8
NP,1,21,3,0,No,New York,69.0
NP,4,21,3,1,AM,Washington Union,9.5
NP,1,21,3,0,No,New York,8.2
NP,3,21,3,0,No,Trenton -SEC,25.2
NP,4,22,3,0,No,Jersey Avenue -SEC,21.0
NP,3,22,3,0,No,Bay Head,19.0
NP,1,22,3,0,No,New York,24.8
NP,4,22,3,0,No,Long Branch,12.0
NP,3,22,3,1,AM,Washington Union,8.0
NP,3,22,3,0,No,Trenton,8.5
NP,1,22,3,0,No,New York,26.0
NP,4,22,3,1,AM,Harrisburg,30.0
NP,3,23,3,0,No,Trenton,65.2
NP,1,23,3,0,No,New York,71.0
NP,5,0,4,0,Ra,Raritan,176.0
NP,1,0,4,0,No,New York,36.0
NP,1,1,4,0,No,New York,33.0
NP,4,1,4,1,AM,Philadelphia 30th Street,151.0
NP,4,2,4,0,No,Jersey Avenue,63.2
NP,1,2,4,0,No,New York,79.0
NP,1,3,4,0,No,New York,48.0
NP,1,4,4,0,No,New York,56.5
NP,1,5,4,0,No,New York,59.5
NP,5,5,4,0,Ra,Raritan,316.0
NP,1,5,4,0,No,New York -SEC &#9992,29.0
NP,4,8,4,1,AM,Roanoke,363.8
NP,4,8,4,0,No,Long Branch,14.5
NP,1,8,4,0,No,New York -SEC &#9992,196.0
NP,3,9,4,1,AM,Washington Union,567.2
NP,1,9,4,0,No,New York,41.0
NP,3,9,4,1,AM,Washington Union,34.0
NP,1,9,4,0,No,New York,10.0
NP,4,9,4,0,No,Jersey Avenue,62.8
NP,2,9,4,0,No,New York,1180.0
NP,1,9,4,0,No,New York,11.5
NP,3,10,4,1,AM,Washington Union,21.0
NP,5,10,4,0,Ra,Raritan,277.0
NP,3,10,4,1,AM,Savannah,18.0
NP,1,10,4,0,No,New York,33.5
NP,1,10,4,0,No,Penn Station New York,5.0
NP,3,10,4,1,AM,Washington Union,22.0
NP,1,10,4,0,No,New York,6.0
NP,4,10,4,0,No,Jersey Avenue,62.5
NP,2,10,4,0,No,Penn Station New York,58.0
NP,1,10,4,0,No,Penn Station New York,13.0
NP,4,10,4,0,No,Trenton,6.2
NP,2,10,4,0,No,New York,6.0
NP,1,11,4,0,No,New York,7.0
NP,4,11,4,0,No,South Amboy,8.2
NP,4,11,4,0,No,Long Branch,14.0
NP,2,11,4,0,No,New York,24.0
NP,3,11,4,1,AM,Charlotte,43.0
NP,4,11,4,0,No,Trenton,13.0
NP,1,11,4,0,No,New York,31.0
NP,3,11,4,1,AM,Harrisburg,10.0
NP,3,11,4,1,AM,Washington Union,7.0
NP,2,11,4,0,No,New York,33.0
NP,1,11,4,0,No,New York,24.0
NP,5,11,4,0,Ra,Raritan,114.0
NP,4,12,4,0,No,Trenton,42.5
NP,2,12,4,0,No,New York,25.0
NP,2,12,4,0,No,New York,5.0
NP,4,12,4,0,No,Trenton,16.5
NP,1,12,4,0,No,New York,33.0
NP,2,12,4,0,No,New York,10.0
NP,4,12,4,0,No,Trenton,13.0
NP,1,12,4,0,No,New York,13.0
NP,2,12,4,0,NE,New York,21.0
NP,1,12,4,0,No,New York,15.0
NP,4,12,4,0,No,Trenton,16.5
NP,2,13,4,0,No,New York -SEC,23.0
NP,4,13,4,0,No,Trenton,21.8
NP,1,13,4,0,No,New York,23.0
NP,4,13,4,0,No,Trenton,15.5
NP,1,13,4,0,No,New York,17.0
NP,3,13,4,1,AM,Harrisburg,123.0
NP,4,13,4,1,AM,Washington Union,8.0
NP,1,13,4,0,No,New York -SEC &#9992,14.0
NP,2,14,4,0,No,New York,55.0
NP,1,14,4,0,No,New York,25.0
NP,4,14,4,0,No,Trenton -SEC &#9992,35.2
NP,1,14,4,0,No,New York,16.0
NP,4,14,4,0,No,Trenton -SEC &#9992,33.8
NP,5,15,4,0,Ra,Raritan -SEC,181.0
NP,4,15,4,0,No,Long Branch -SEC &#9992,8.0
NP,3,15,4,1,AM,Pittsburgh,85.0
NP,1,15,4,0,No,New York,38.0
NP,1,15,4,0,No,New York -SEC &#9992,12.0
NP,4,15,4,1,AM,Washington Union,22.0
NP,1,15,4,0,No,New York,31.0
NP,4,15,4,0,No,Trenton -SEC &#9992,31.5
NP,5,16,4,0,Ra,Raritan -SEC,60.0
NP,4,16,4,0,No,Trenton -SEC &#9992,24.0
NP,3,16,4,1,AM,Harrisburg,73.0
NP,3,16,4,1,AM,Washington Union,4.0
NP,4,16,4,0,No,Long Branch -SEC &#9992,12.0
NP,1,16,4,0,No,New York,45.0
NP,4,16,4,0,No,Trenton,21.8
NP,5,17,4,0,Ra,High Bridge,62.0
NP,4,17,4,0,No,Long Branch -SEC &#9992,10.8
NP,3,17,4,1,AM,Harrisburg,44.0
NP,4,17,4,0,No,Trenton,19.5
NP,1,17,4,0,No,New York,53.0
NP,4,17,4,0,No,Trenton,26.8
NP,1,17,4,0,No,New York,26.0
NP,5,18,4,0,Ra,Raritan,58.0
NP,4,18,4,0,No,Long Branch,11.8
NP,4,18,4,1,AM,Washington Union,10.0
NP,3,18,4,1,AM,New Orleans,70.0
NP,3,18,4,1,AM,Washington Union,10.0
NP,4,18,4,1,AM,Harrisburg,22.0
NP,4,18,4,0,No,Jersey Avenue,13.0
NP,3,18,4,1,AM,Miami,23.0
NP,1,18,4,0,No,New York -SEC &#9992,55.0
NP,4,19,4,0,No,Long Branch -SEC &#9992,0.0
NP,4,19,4,0,No,Long Branch -SEC &#9992,18.0
NP,4,19,4,1,AM,Harrisburg,0.0
NP,4,19,4,1,AM,Harrisburg,18.0
NP,1,19,4,0,No,New York,19.0
NP,4,19,4,0,No,Trenton &#9992,11.8
NP,1,19,4,0,No,New York -SEC &#9992,10.0
NP,4,19,4,0,No,Jersey Avenue -SEC &#9992,9.0
NP,4,19,4,0,No,South Amboy -SEC &#9992,14.0
NP,1,19,4,0,No,New York,22.0
NP,1,19,4,0,No,New York -SEC &#9992,10.0
NP,4,19,4,0,No,Trenton &#9992,19.0
NP,3,20,4,0,No,Long Branch -SEC,69.8
NP,4,20,4,0,No,Jersey Avenue -SEC,17.5
NP,3,20,4,1,AM,Harrisburg,17.2
NP,1,20,4,0,No,New York -SEC &#9992,26.0
NP,4,20,4,0,No,South Amboy -SEC &#9992,11.8
NP,3,20,4,0,No,Trenton -SEC,13.8
NP,1,20,4,0,No,New York,19.0
NP,3,20,4,1,AM,Washington Union,7.2
NP,3,20,4,0,No,Jersey Avenue,1.2
NP,4,20,4,0,No,Trenton,24.5
NP,4,21,4,0,No,Bay Head,29.2
NP,3,21,4,1,AM,Harrisburg,44.8
NP,4,21,4,0,No,Jersey Avenue,7.0
NP,3,21,4,0,No,Trenton,5.8
NP,5,21,4,0,Ra,High Bridge,215.0
NP,4,21,4,0,No,Long Branch,10.8
NP,1,21,4,0,No,New York,69.0
NP,4,21,4,1,AM,Washington Union,9.5
NP,3,21,4,0,No,Trenton,25.2
NP,5,22,4,0,Ra,Raritan,30.0
NP,1,22,4,0,No,New York,25.0
NP,4,22,4,0,No,Bay Head,28.0
NP,3,22,4,1,AM,Washington Union,27.0
NP,5,22,4,0,Ra,Raritan,28.0
NP,3,22,4,0,No,Trenton -SEC,8.5
NP,4,22,4,0,NE,Trenton,20.5
NP,1,22,4,0,No,New York,34.0
NP,3,22,4,0,No,Long Branch,14.5
NP,4,22,4,0,No,Trenton -SEC &#9992,19.5
NP,3,23,4,1,AM,Washington Union,15.0
NP,5,23,4,0,Ra,High Bridge,39.0
NP,3,23,4,0,No,Long Branch,15.2
NP,4,23,4,0,No,Trenton -SEC &#9992,22.2
NP,1,23,4,0,No,New York,34.0
NP,1,23,4,0,No,New York &#9992,5.0
NP,1,23,4,0,No,New York -SEC &#9992,32.0
NP,4,0,5,0,No,Jersey Avenue -SEC &#9992,43.2
