station_code,track,hour_of_day,day_of_week,is_amtrak,line_code,destination,minutes_since_track_used
TR,2,12,4,0,No,New York -SEC &#9992,68.0
TR,2,13,4,0,No,New York,27.0
TR,5,13,4,0,Se,Philadelphia,133.0
TR,2,14,4,0,No,New York -SEC &#9992,52.0
TR,4,14,4,1,AM,Washington Union,117.0
TR,2,14,4,0,No,New York,28.0
TR,2,15,4,0,No,New York,47.0
TR,4,15,4,1,AM,Pittsburgh,81.0
TR,5,15,4,0,Se,Philadelphia,112.0
TR,4,16,4,1,AM,Washington Union,15.0
TR,1,16,4,1,AM,New York Penn,232.0
TR,2,16,4,0,No,New York,53.0
TR,2,16,4,0,No,New York,29.0
TR,4,16,4,1,AM,Harrisburg,54.0
TR,4,17,4,1,AM,Washington Union,20.0
TR,2,17,4,0,No,New York -SEC &#9992,54.0
TR,4,17,4,1,AM,Harrisburg,38.0
TR,1,18,4,0,No,New York -SEC &#9992,114.0
TR,4,18,4,1,AM,Washington Union,50.0
TR,2,18,4,0,No,New York -SEC &#9992,75.0
TR,4,19,4,1,AM,New Orleans,18.0
TR,4,19,4,1,AM,Harrisburg,5.0
TR,1,19,4,0,No,New York -SEC &#9992,57.0
TR,5,19,4,0,Se,Philadelphia,203.0
TR,4,19,4,1,AM,Miami,28.0
TR,2,19,4,0,No,New York,37.0
TR,4,19,4,1,AM,Harrisburg,5.0
TR,2,20,4,0,No,New York,65.0
TR,4,20,4,1,AM,Harrisburg,76.0
TR,1,21,4,0,No,New York,113.0
TR,5,21,4,0,Se,Philadelphia,111.0
TR,1,21,4,1,AM,New York Penn,25.0
TR,4,21,4,1,AM,Washington Union,35.0
TR,5,21,4,0,Se,Philadelphia,51.0
TR,4,22,4,1,AM,Harrisburg,32.0
TR,2,22,4,0,No,New York &#9992,110.0
TR,1,22,4,0,No,New York -SEC &#9992,79.0
TR,5,22,4,0,Se,Philadelphia,63.0
TR,2,23,4,0,No,New York -SEC &#9992,44.0
TR,4,23,4,1,AM,Harrisburg,87.0
TR,5,23,4,0,Se,Philadelphia,31.0
TR,4,23,4,1,AM,Washington Union,9.0
TR,5,0,5,0,Se,Philadelphia,30.0
