station_code,track,hour_of_day,day_of_week,is_amtrak,line_code,destination,minutes_since_track_used
MP,1,0,3,1,AM,New York Penn,191.2
MP,4,1,3,1,AM,Philadelphia 30th Street,174.0
MP,4,1,3,0,No,Trenton -SEC &#9992,14.5
MP,4,2,3,0,No,Jersey Avenue -SEC &#9992,67.0
MP,4,3,3,0,No,Trenton,58.5
MP,1,4,3,0,No,New York,198.2
MP,4,5,3,0,No,Trenton,94.5
MP,4,8,3,1,AM,Roanoke,200.5
MP,4,9,3,1,AM,Washington Union,32.0
MP,4,9,3,1,AM,Washington Union,34.0
MP,4,10,3,1,AM,Savannah,39.0
MP,4,10,3,1,AM,Washington Union,21.0
MP,4,11,3,0,No,Trenton,30.0
MP,4,11,3,1,AM,Harrisburg,24.0
MP,4,11,3,1,AM,Washington Union,8.0
MP,4,12,3,0,No,Trenton,4.0
MP,1,12,3,0,No,New York -SEC,494.2
MP,1,12,3,0,NE,New York,10.8
MP,4,12,3,0,No,Trenton,35.8
MP,1,12,3,0,No,New York -SEC &#9992,12.2
MP,4,12,3,0,No,Jersey Avenue,14.0
MP,4,12,3,0,No,Trenton,9.2
MP,4,13,3,0,No,Trenton,12.2
MP,4,13,3,0,No,Trenton,10.5
MP,1,13,3,0,No,New York -SEC &#9992,67.5
MP,4,13,3,1,AM,Washington Union,37.2
MP,4,14,3,0,NE,Trenton,3.5
MP,4,14,3,0,No,Trenton,17.8
MP,1,14,3,0,No,New York -SEC &#9992,39.5
MP,4,14,3,0,No,Trenton,25.2
MP,1,14,3,0,No,New York -SEC &#9992,24.8
MP,4,15,3,0,No,Trenton,34.5
MP,1,15,3,1,AM,Boston South,56.8
MP,4,15,3,0,No,Trenton,34.5
MP,1,16,3,0,No,New York -SEC &#9992,20.8
MP,4,16,3,0,NE,Trenton,26.5
MP,1,16,3,0,No,New York -SEC &#9992,21.8
MP,4,16,3,0,No,Trenton,25.5
MP,1,17,3,0,NE,New York -SEC &#9992,28.8
MP,4,17,3,1,AM,Roanoke,30.5
MP,4,17,3,1,AM,Harrisburg,10.0
MP,1,17,3,0,No,New York -SEC &#9992,29.8
MP,1,17,3,1,AM,Boston South,7.0
MP,4,17,3,0,No,Trenton,22.0
MP,1,17,3,0,No,New York -SEC &#9992,11.2
MP,4,18,3,0,NE,Trenton,28.2
MP,1,18,3,0,No,New York -SEC &#9992,35.2
MP,4,18,3,0,NE,Trenton,34.5
MP,1,18,3,0,No,New York -SEC &#9992,28.8
MP,4,19,3,0,No,Jersey Avenue -SEC &#9992,22.5
MP,1,19,3,0,No,New York -SEC &#9992,22.8
MP,4,19,3,0,No,Jersey Avenue -SEC &#9992,38.2
MP,1,20,3,0,No,New York,62.5
MP,4,20,3,0,No,Trenton &#9992,34.2
MP,4,20,3,0,No,Jersey Avenue -SEC,6.5
MP,4,21,3,0,No,Trenton -SEC &#9992,47.2
MP,1,21,3,0,No,New York,65.5
MP,4,21,3,0,No,Jersey Avenue -SEC &#9992,10.5
MP,1,21,3,0,No,New York,10.8
MP,4,21,3,0,No,Jersey Avenue -SEC &#9992,18.5
MP,4,22,3,1,AM,Washington Union,10.5
MP,4,22,3,0,No,Jersey Avenue -SEC,30.2
MP,4,22,3,1,AM,Washington Union,8.8
MP,1,23,3,0,No,New York,112.5
MP,4,23,3,0,No,Trenton,76.2
MP,1,0,4,0,No,New York,70.2
MP,4,1,4,1,AM,Philadelphia 30th Street,97.8
MP,1,2,4,0,No,New York,126.8
MP,4,2,4,0,No,Jersey Avenue,81.5
MP,1,4,4,0,No,New York,118.0
MP,1,5,4,0,No,New York -SEC &#9992,36.0
MP,1,5,4,0,No,Newark Penn &#9992,35.2
MP,1,8,4,0,No,New York -SEC &#9992,152.2
MP,4,8,4,1,AM,Roanoke,353.5
MP,1,9,4,0,No,New York,52.2
MP,4,9,4,1,AM,Washington Union,32.0
MP,4,9,4,1,AM,Washington Union,34.0
MP,1,10,4,0,No,New York,45.5
MP,4,10,4,0,No,Jersey Avenue,12.5
MP,1,10,4,0,No,Penn Station New York,12.2
MP,1,10,4,0,No,Penn Station New York,10.8
MP,4,10,4,1,AM,Savannah,26.5
MP,1,10,4,0,No,New York,11.5
MP,4,10,4,1,AM,Washington Union,21.0
MP,1,11,4,0,No,New York,24.0
MP,4,11,4,0,No,Jersey Avenue,13.0
MP,1,11,4,0,No,New York,13.2
MP,4,11,4,0,No,Trenton,17.0
MP,1,11,4,0,No,New York,20.0
MP,4,11,4,1,AM,Harrisburg,24.0
MP,4,11,4,1,AM,Washington Union,8.0
MP,4,12,4,0,No,Trenton,4.0
MP,1,12,4,0,No,New York,25.2
MP,1,12,4,0,No,New York,8.2
MP,1,12,4,0,No,New York,20.5
MP,4,12,4,0,No,Trenton,35.8
MP,4,12,4,0,No,Trenton,23.2
MP,4,13,4,0,No,Trenton,12.2
MP,1,13,4,0,No,New York,51.5
MP,4,13,4,0,No,Trenton,10.5
MP,1,13,4,0,No,New York,28.2
MP,4,13,4,1,AM,Washington Union,37.2
MP,4,14,4,0,No,Trenton,3.5
MP,4,14,4,0,No,Trenton -SEC &#9992,43.0
MP,1,14,4,0,No,New York -SEC &#9992,64.2
MP,4,15,4,0,No,Trenton -SEC &#9992,34.5
MP,1,15,4,0,No,New York,30.2
MP,1,16,4,0,No,New York,47.2
MP,4,16,4,0,No,Trenton -SEC &#9992,61.0
MP,4,16,4,0,No,Trenton -SEC &#9992,25.5
MP,1,17,4,0,No,New York,50.5
MP,4,17,4,0,No,Trenton,34.5
MP,4,17,4,1,AM,Harrisburg,6.0
MP,1,17,4,0,No,New York,29.8
MP,4,17,4,0,No,Trenton,22.0
MP,4,18,4,0,No,Trenton,28.2
MP,1,18,4,0,No,New York -SEC &#9992,53.5
MP,1,18,4,0,No,New York -SEC &#9992,28.8
MP,4,19,4,0,No,Jersey Avenue,57.0
MP,1,19,4,0,No,New York,22.8
MP,1,19,4,0,No,New York -SEC &#9992,35.2
MP,4,19,4,0,No,Jersey Avenue -SEC &#9992,38.2
MP,1,20,4,0,No,New York,27.2
MP,4,20,4,0,No,Trenton &#9992,34.2
MP,4,20,4,0,No,Jersey Avenue -SEC,6.5
MP,4,21,4,0,No,Jersey Avenue,30.2
MP,4,21,4,0,No,Trenton,17.0
MP,1,21,4,0,No,New York,65.5
MP,1,21,4,0,No,New York,19.0
MP,4,21,4,0,No,Jersey Avenue,29.0
MP,4,22,4,1,AM,Washington Union,10.5
MP,4,22,4,1,AM,Washington Union,39.0
MP,4,23,4,0,NE,Trenton,21.5
MP,1,23,4,0,No,New York -SEC &#9992,104.2
MP,4,23,4,0,No,Trenton -SEC &#9992,47.2
MP,1,0,5,0,No,New York -SEC &#9992,34.8
